"","MGI.symbol","HGNC.symbol","Duplicate_HGNC","Duplicate_MGI","One_to_one"
"2011","Slc25a30","SLC25A30",FALSE,FALSE,TRUE
"2012","Crnkl1","CRNKL1",FALSE,FALSE,TRUE
"2013","Srsf6","SRSF6",FALSE,FALSE,TRUE
"2014","Lrrc1","LRRC1",FALSE,FALSE,TRUE
"2015","Fam13a","FAM13A",FALSE,FALSE,TRUE
"2016","Cpped1","CPPED1",FALSE,FALSE,TRUE
"2017","Glrb","GLRB",FALSE,FALSE,TRUE
"2018","Efs","EFS",FALSE,FALSE,TRUE
"2019","Capn15","CAPN15",FALSE,FALSE,TRUE
"2020","Dkk1","DKK1",FALSE,FALSE,TRUE
"2021","Gm648","CT45A3",FALSE,TRUE,FALSE
"2022","Gm648","CT45A5",FALSE,TRUE,FALSE
"2023","Gm648","CT45A6",FALSE,TRUE,FALSE
"2024","Gm648","CT45A2",FALSE,TRUE,FALSE
"2025","Gm648","CT45A8",FALSE,TRUE,FALSE
"2026","Gm648","CT45A9",FALSE,TRUE,FALSE
"2027","Mavs","MAVS",FALSE,FALSE,TRUE
"2028","Serpina3f","SERPINA3",TRUE,FALSE,FALSE
"2029","Spag8","SPAG8",FALSE,FALSE,TRUE
"2030","Cars2","CARS2",FALSE,FALSE,TRUE
"2031","Camta2","CAMTA2",FALSE,FALSE,TRUE
"2032","Itgb7","ITGB7",FALSE,FALSE,TRUE
"2033","Casd1","CASD1",FALSE,FALSE,TRUE
"2034","Fam221b","FAM221B",FALSE,FALSE,TRUE
"2035","Cdrt4","CDRT4",FALSE,FALSE,TRUE
"2036","Cylc2","CYLC2",FALSE,FALSE,TRUE
"2037","Cracr2a","CRACR2A",FALSE,FALSE,TRUE
"2038","Mettl14","METTL14",FALSE,FALSE,TRUE
"2039","Fam20c","FAM20C",FALSE,FALSE,TRUE
"2040","Pgap3","PGAP3",FALSE,FALSE,TRUE
"2041","Mrps26","MRPS26",FALSE,FALSE,TRUE
"2042","Mmp24","MMP24",FALSE,FALSE,TRUE
"2043","Pdss1","PDSS1",FALSE,FALSE,TRUE
"2044","Macrod2","MACROD2",FALSE,FALSE,TRUE
"2045","Clmn","CLMN",FALSE,FALSE,TRUE
"2046","F2","F2",FALSE,FALSE,TRUE
"2047","Tinag","TINAG",FALSE,FALSE,TRUE
"2048","Sf3a1","SF3A1",FALSE,FALSE,TRUE
"2049","Nkain2","NKAIN2",FALSE,FALSE,TRUE
"2050","Tmem144","TMEM144",FALSE,FALSE,TRUE
"2051","Gm20873","SPIN2B",TRUE,TRUE,FALSE
"2052","Pdha2","PDHA2",FALSE,FALSE,TRUE
"2053","Eps8","EPS8",FALSE,FALSE,TRUE
"2054","Sema7a","SEMA7A",FALSE,FALSE,TRUE
"2055","Map1a","MAP1A",FALSE,FALSE,TRUE
"2056","Tmem117","TMEM117",FALSE,FALSE,TRUE
"2057","Fut9","FUT9",FALSE,FALSE,TRUE
"2058","Vstm5","VSTM5",FALSE,FALSE,TRUE
"2059","Slitrk6","SLITRK6",FALSE,FALSE,TRUE
"2060","Gm20828","SPIN2B",TRUE,TRUE,FALSE
"2061","Mir127","MIR127",FALSE,FALSE,TRUE
"2062","Ankib1","ANKIB1",FALSE,FALSE,TRUE
"2063","Xylt1","XYLT1",FALSE,FALSE,TRUE
"2064","Wt1","WT1",FALSE,FALSE,TRUE
"2065","Arfgap1","ARFGAP1",FALSE,FALSE,TRUE
"2066","Ints1","INTS1",FALSE,FALSE,TRUE
"2067","Itga8","ITGA8",FALSE,FALSE,TRUE
"2068","Apba1","APBA1",FALSE,FALSE,TRUE
"2069","Pck2","PCK2",FALSE,FALSE,TRUE
"2070","Hivep1","HIVEP1",FALSE,FALSE,TRUE
"2071","Snord17","SNORD17",FALSE,FALSE,TRUE
"2072","Mep1b","MEP1B",FALSE,FALSE,TRUE
"2073","Tas2r129","TAS2R14",TRUE,FALSE,FALSE
"2074","Vsx1","VSX1",FALSE,FALSE,TRUE
"2075","Umodl1","UMODL1",FALSE,FALSE,TRUE
"2076","Spink4","SPINK4",FALSE,FALSE,TRUE
"2077","Efcab11","EFCAB11",FALSE,FALSE,TRUE
"2078","Clps","CLPS",FALSE,FALSE,TRUE
"2079","Rras2","RRAS2",FALSE,FALSE,TRUE
"2080","Apcdd1","APCDD1",FALSE,FALSE,TRUE
"2081","Serpine1","SERPINE1",FALSE,FALSE,TRUE
"2082","Nfatc1","NFATC1",FALSE,FALSE,TRUE
"2083","Synb","ERVFRD-1",TRUE,FALSE,FALSE
"2084","Tlr7","TLR7",FALSE,FALSE,TRUE
"2085","Slc6a8","SLC6A8",FALSE,FALSE,TRUE
"2086","Gas2l1","GAS2L1",FALSE,FALSE,TRUE
"2087","Cyp2d11","CYP2D6",TRUE,FALSE,FALSE
"2088","Coro2a","CORO2A",FALSE,FALSE,TRUE
"2089","Gm9112","FAM236A",FALSE,TRUE,FALSE
"2090","Gabrg3","GABRG3",FALSE,FALSE,TRUE
"2091","Mmp27","MMP27",FALSE,FALSE,TRUE
"2092","Trmu","TRMU",FALSE,FALSE,TRUE
"2093","Zfp236","ZNF236",FALSE,FALSE,TRUE
"2094","Ptpn13","PTPN13",FALSE,FALSE,TRUE
"2095","Rsph14","RSPH14",FALSE,FALSE,TRUE
"2096","Pkd2l1","PKD2L1",FALSE,FALSE,TRUE
"2097","Pkd1","PKD1",FALSE,FALSE,TRUE
"2098","Gm4356","GNG5P2",FALSE,FALSE,TRUE
"2099","Srgap1","SRGAP1",FALSE,FALSE,TRUE
"2100","D6Wsu163e","C12orf4",FALSE,FALSE,TRUE
"2101","Zfp9","ZNF25",FALSE,FALSE,TRUE
"2102","Mir3618","MIR3618",FALSE,FALSE,TRUE
"2103","Helz2","HELZ2",FALSE,FALSE,TRUE
"2104","Apobec1","APOBEC1",FALSE,FALSE,TRUE
"2105","Tex28","TEX28",FALSE,FALSE,TRUE
"2106","Chac1","CHAC1",FALSE,FALSE,TRUE
"2107","Zfp292","ZNF292",FALSE,FALSE,TRUE
"2108","Doc2b","DOC2B",FALSE,FALSE,TRUE
"2109","Zfp318","ZNF318",FALSE,FALSE,TRUE
"2110","Peg12","FRAT1",TRUE,FALSE,FALSE
"2111","Mmrn1","MMRN1",FALSE,FALSE,TRUE
"2112","Pabpc4l","PABPC4L",FALSE,FALSE,TRUE
"2113","Zdhhc9","ZDHHC9",FALSE,FALSE,TRUE
"2114","N4bp2l1","N4BP2L1",FALSE,FALSE,TRUE
"2115","Ehmt1","EHMT1",FALSE,FALSE,TRUE
"2116","Wdr45","WDR45",FALSE,FALSE,TRUE
"2117","Ear1","RNASE2",TRUE,TRUE,FALSE
"2118","Adcy1","ADCY1",FALSE,FALSE,TRUE
"2119","Hoga1","HOGA1",FALSE,FALSE,TRUE
"2120","Clrn2","CLRN2",FALSE,FALSE,TRUE
"2121","Tyrp1","TYRP1",FALSE,FALSE,TRUE
"2122","Gatb","GATB",FALSE,FALSE,TRUE
"2123","Oca2","OCA2",FALSE,FALSE,TRUE
"2124","Tll1","TLL1",FALSE,FALSE,TRUE
"2125","Ssxb10","SSX7",TRUE,TRUE,FALSE
"2126","Ssxb10","SSX2B",TRUE,TRUE,FALSE
"2127","Ssxb10","SSX3",TRUE,TRUE,FALSE
"2128","Ssxb10","SSX4",TRUE,TRUE,FALSE
"2129","Ssxb10","SSX1",TRUE,TRUE,FALSE
"2130","Ssxb10","SSX5",TRUE,TRUE,FALSE
"2131","Smchd1","SMCHD1",FALSE,FALSE,TRUE
"2132","Cutc","CUTC",FALSE,FALSE,TRUE
"2133","Cnnm1","CNNM1",FALSE,FALSE,TRUE
"2134","Bex1","BEX2",TRUE,TRUE,FALSE
"2135","Myom1","MYOM1",FALSE,FALSE,TRUE
"2136","Acss3","ACSS3",FALSE,FALSE,TRUE
"2137","Vps37a","VPS37A",FALSE,FALSE,TRUE
"2138","Diras2","DIRAS2",FALSE,FALSE,TRUE
"2139","Myo1e","MYO1E",FALSE,FALSE,TRUE
"2140","Zfp78","ZNF705A",FALSE,TRUE,FALSE
"2141","Zfp78","ZNF705B",FALSE,TRUE,FALSE
"2142","Spata31","SPATA31A7",FALSE,TRUE,FALSE
"2143","Spata31","SPATA31A6",FALSE,TRUE,FALSE
"2144","Atp7b","ATP7B",FALSE,FALSE,TRUE
"2145","Tas2r124","TAS2R13",TRUE,FALSE,FALSE
"2146","Gsto1","GSTO1",FALSE,FALSE,TRUE
"2147","Rnase6","RNASE6",FALSE,FALSE,TRUE
"2148","Apobec3","APOBEC3H",FALSE,FALSE,TRUE
"2149","Iglc3","IGLC7",TRUE,TRUE,FALSE
"2150","Stard13","STARD13",FALSE,FALSE,TRUE
"2151","Mapre1","MAPRE1",FALSE,FALSE,TRUE
"2152","Pclo","PCLO",FALSE,FALSE,TRUE
"2153","Ifna13","IFNA1",TRUE,TRUE,FALSE
"2154","Ifna13","IFNA14",TRUE,TRUE,FALSE
"2155","Ifna13","IFNA10",TRUE,TRUE,FALSE
"2156","Ifna13","IFNA4",TRUE,TRUE,FALSE
"2157","Ifna13","IFNA8",TRUE,TRUE,FALSE
"2158","Oat","OAT",FALSE,FALSE,TRUE
"2159","Rangap1","RANGAP1",FALSE,FALSE,TRUE
"2160","Pcdh19","PCDH19",FALSE,FALSE,TRUE
"2161","Tmem217","TMEM217",FALSE,FALSE,TRUE
"2162","Dek","DEK",FALSE,FALSE,TRUE
"2163","Trpm5","TRPM5",FALSE,FALSE,TRUE
"2164","Lpl","LPL",FALSE,FALSE,TRUE
"2165","Sirpa","SIRPB1",TRUE,TRUE,FALSE
"2166","Sirpa","SIRPA",TRUE,TRUE,FALSE
"2167","Cask","CASK",FALSE,FALSE,TRUE
"2168","D3Ertd751e","C4orf33",FALSE,FALSE,TRUE
"2169","Stk38l","STK38L",FALSE,FALSE,TRUE
"2170","Pawr","PAWR",FALSE,FALSE,TRUE
"2171","Xkr7","XKR7",FALSE,FALSE,TRUE
"2172","Gm17359","C4orf45",FALSE,FALSE,TRUE
"2173","Slc9b2","SLC9B2",FALSE,FALSE,TRUE
"2174","Rnase1","RNASE1",FALSE,FALSE,TRUE
"2175","Ccdc134","CCDC134",FALSE,FALSE,TRUE
"2176","Mat1a","MAT1A",FALSE,FALSE,TRUE
"2177","Tead4","TEAD4",FALSE,FALSE,TRUE
"2178","Tdrd7","TDRD7",FALSE,FALSE,TRUE
"2179","Gm20815","SPIN2B",TRUE,TRUE,FALSE
"2180","Champ1","CHAMP1",FALSE,FALSE,TRUE
"2181","Odf3l1","ODF3L1",FALSE,FALSE,TRUE
"2182","Osgep","OSGEP",FALSE,FALSE,TRUE
"2183","Degs2","DEGS2",FALSE,FALSE,TRUE
"2184","Rad23b","RAD23B",FALSE,FALSE,TRUE
"2185","Prss35","PRSS35",FALSE,FALSE,TRUE
"2186","Marveld1","MARVELD1",FALSE,FALSE,TRUE
"2187","Gid4","GID4",FALSE,FALSE,TRUE
"2188","Gspt1","GSPT1",FALSE,FALSE,TRUE
"2189","Pex1","PEX1",FALSE,FALSE,TRUE
"2190","Sox1","SOX1",FALSE,FALSE,TRUE
"2191","Aoah","AOAH",FALSE,FALSE,TRUE
"2192","Olfr750","OR6S1",FALSE,FALSE,TRUE
"2193","Golga7b","GOLGA7B",FALSE,FALSE,TRUE
"2194","Trerf1","TRERF1",FALSE,FALSE,TRUE
"2195","Snx21","SNX21",FALSE,FALSE,TRUE
"2196","Vstm4","VSTM4",FALSE,FALSE,TRUE
"2197","Mgat3","MGAT3",FALSE,FALSE,TRUE
"2198","Tcp11","TCP11",FALSE,FALSE,TRUE
"2199","Tpm2","TPM2",FALSE,FALSE,TRUE
"2200","Htr2a","HTR2A",FALSE,FALSE,TRUE
"2201","Crisp2","CRISP2",FALSE,FALSE,TRUE
"2202","Ccnb1ip1","CCNB1IP1",FALSE,FALSE,TRUE
"2203","Anks6","ANKS6",FALSE,FALSE,TRUE
"2204","Ppa2","PPA2",FALSE,FALSE,TRUE
"2205","Pgm5","PGM5",FALSE,FALSE,TRUE
"2206","Clptm1l","CLPTM1L",FALSE,FALSE,TRUE
"2207","Kif27","KIF27",FALSE,FALSE,TRUE
"2208","Cyp39a1","CYP39A1",FALSE,FALSE,TRUE
"2209","Ssxb1","SSX7",TRUE,TRUE,FALSE
"2210","Ssxb1","SSX2B",TRUE,TRUE,FALSE
"2211","Ssxb1","SSX3",TRUE,TRUE,FALSE
"2212","Ssxb1","SSX4",TRUE,TRUE,FALSE
"2213","Ssxb1","SSX1",TRUE,TRUE,FALSE
"2214","Ssxb1","SSX5",TRUE,TRUE,FALSE
"2215","Rab44","RAB44",FALSE,FALSE,TRUE
"2216","Xrcc3","XRCC3",FALSE,FALSE,TRUE
"2217","Fam160b1","FHIP2A",FALSE,FALSE,TRUE
"2218","Anks3","ANKS3",FALSE,FALSE,TRUE
"2219","Harbi1","HARBI1",FALSE,FALSE,TRUE
"2220","Lrrc37a","LRRC37B",TRUE,TRUE,FALSE
"2221","Elac1","ELAC1",FALSE,FALSE,TRUE
"2222","Tmprss11f","TMPRSS11F",FALSE,FALSE,TRUE
"2223","Grk1","GRK1",FALSE,FALSE,TRUE
"2224","Sfrp5","SFRP5",FALSE,FALSE,TRUE
"2225","Ssxb9","SSX7",TRUE,TRUE,FALSE
"2226","Ssxb9","SSX2B",TRUE,TRUE,FALSE
"2227","Ssxb9","SSX3",TRUE,TRUE,FALSE
"2228","Ssxb9","SSX4",TRUE,TRUE,FALSE
"2229","Ssxb9","SSX1",TRUE,TRUE,FALSE
"2230","Ssxb9","SSX5",TRUE,TRUE,FALSE
"2231","Dsg1b","DSG1",TRUE,FALSE,FALSE
"2232","Cep44","CEP44",FALSE,FALSE,TRUE
"2233","Maml2","MAML2",FALSE,FALSE,TRUE
"2234","Lyzl6","LYZL6",FALSE,FALSE,TRUE
"2235","Ubl3","UBL3",FALSE,FALSE,TRUE
"2236","Comt","COMT",FALSE,FALSE,TRUE
"2237","Hmx3","HMX3",FALSE,FALSE,TRUE
"2238","Gad2","GAD2",FALSE,FALSE,TRUE
"2239","Dhrs2","DHRS2",FALSE,FALSE,TRUE
"2240","Lzts3","LZTS3",FALSE,FALSE,TRUE
"2241","Mir455","MIR455",FALSE,FALSE,TRUE
"2242","Dnaaf5","DNAAF5",FALSE,FALSE,TRUE
"2243","Stk32c","STK32C",FALSE,FALSE,TRUE
"2244","Gjd3","GJD3",FALSE,FALSE,TRUE
"2245","Grik1","GRIK1",FALSE,FALSE,TRUE
"2246","Zswim7","ZSWIM7",FALSE,FALSE,TRUE
"2247","Gramd4","GRAMD4",FALSE,FALSE,TRUE
"2248","Esd","ESD",FALSE,FALSE,TRUE
"2249","Cdc45","CDC45",FALSE,FALSE,TRUE
"2250","Apex2","APEX2",FALSE,FALSE,TRUE
"2251","Zfp408","ZNF408",FALSE,FALSE,TRUE
"2252","Serpinb3d","SERPINB4",TRUE,TRUE,FALSE
"2253","Serpinb3d","SERPINB3",TRUE,TRUE,FALSE
"2254","Tecpr1","TECPR1",FALSE,FALSE,TRUE
"2255","Rbm20","RBM20",FALSE,FALSE,TRUE
"2256","Pacsin3","PACSIN3",FALSE,FALSE,TRUE
"2257","Ppp1r9a","PPP1R9A",FALSE,FALSE,TRUE
"2258","Elovl5","ELOVL5",FALSE,FALSE,TRUE
"2259","Tas2r125","TAS2R14",TRUE,FALSE,FALSE
"2260","Dnmt3b","DNMT3B",FALSE,FALSE,TRUE
"2261","Arhgdig","ARHGDIG",FALSE,FALSE,TRUE
"2262","Tmem251","TMEM251",FALSE,FALSE,TRUE
"2263","Prmt2","PRMT2",FALSE,FALSE,TRUE
"2264","Cisd2","CISD2",FALSE,FALSE,TRUE
"2265","Prps1l1","PRPS1L1",FALSE,FALSE,TRUE
"2266","Olfr748","OR11H7",TRUE,FALSE,FALSE
"2267","Slc9a6","SLC9A6",FALSE,FALSE,TRUE
"2268","Angptl2","ANGPTL2",FALSE,FALSE,TRUE
"2269","Zar1l","ZAR1L",FALSE,FALSE,TRUE
"2270","Gspt2","GSPT2",FALSE,FALSE,TRUE
"2271","Gm9508","KRTAP10-9",TRUE,TRUE,FALSE
"2272","Gm9508","KRTAP10-4",TRUE,TRUE,FALSE
"2273","Gpm6b","GPM6B",FALSE,FALSE,TRUE
"2274","Morc2b","MORC2",TRUE,FALSE,FALSE
"2275","Tpt1","TPT1",FALSE,FALSE,TRUE
"2276","Ttc5","TTC5",FALSE,FALSE,TRUE
"2277","Tug1","TUG1",FALSE,FALSE,TRUE
"2278","Pde1c","PDE1C",FALSE,FALSE,TRUE
"2279","Nanog","NANOG",FALSE,TRUE,FALSE
"2280","Cycs","CYCS",TRUE,FALSE,FALSE
"2281","Rbbp7","RBBP7",FALSE,FALSE,TRUE
"2282","Nsun6","NSUN6",FALSE,FALSE,TRUE
"2283","Cyb5r4","CYB5R4",FALSE,FALSE,TRUE
"2284","Acr","ACR",FALSE,FALSE,TRUE
"2285","Ccnb2","CCNB2",FALSE,FALSE,TRUE
"2286","Nans","NANS",FALSE,FALSE,TRUE
"2287","Daam2","DAAM2",FALSE,FALSE,TRUE
"2288","Tab2","TAB2",FALSE,FALSE,TRUE
"2289","Nr5a1","NR5A1",FALSE,FALSE,TRUE
"2290","Iqsec3","IQSEC3",FALSE,FALSE,TRUE
"2291","Ppp1r3e","PPP1R3E",FALSE,FALSE,TRUE
"2292","Sbno2","SBNO2",FALSE,FALSE,TRUE
"2293","Krt2","KRT2",FALSE,FALSE,TRUE
"2294","Abcc10","ABCC10",FALSE,FALSE,TRUE
"2295","Cyp2d12","CYP2D6",TRUE,FALSE,FALSE
"2296","Tfpi2","TFPI2",FALSE,FALSE,TRUE
"2297","Kctd20","KCTD20",FALSE,FALSE,TRUE
"2298","Phox2b","PHOX2B",FALSE,FALSE,TRUE
"2299","Defa5","DEFA4",TRUE,TRUE,FALSE
"2300","Defa5","DEFA5",TRUE,TRUE,FALSE
"2301","Defa5","DEFA3",TRUE,TRUE,FALSE
"2302","Defa5","DEFA6",TRUE,TRUE,FALSE
"2303","Gpr158","GPR158",FALSE,FALSE,TRUE
"2304","Tvp23b","TVP23C-CDRT4",FALSE,FALSE,TRUE
"2305","Mpi","MPI",FALSE,FALSE,TRUE
"2306","Lrat","LRAT",FALSE,FALSE,TRUE
"2307","Gdf2","GDF2",FALSE,FALSE,TRUE
"2308","Tigd3","TIGD3",FALSE,FALSE,TRUE
"2309","Zfp488","ZNF488",FALSE,FALSE,TRUE
"2310","Fgf14","FGF14",FALSE,FALSE,TRUE
"2311","Rwdd4a","RWDD4",FALSE,FALSE,TRUE
"2312","Mir541","MIR541",FALSE,FALSE,TRUE
"2313","Tex10","TEX10",FALSE,FALSE,TRUE
"2314","Gfral","GFRAL",FALSE,FALSE,TRUE
"2315","Epdr1","EPDR1",FALSE,FALSE,TRUE
"2316","Mmp21","MMP21",FALSE,FALSE,TRUE
"2317","Hsd17b3","HSD17B3",FALSE,FALSE,TRUE
"2318","Rfpl4b","RFPL4B",FALSE,FALSE,TRUE
"2319","Rps6kl1","RPS6KL1",FALSE,FALSE,TRUE
"2320","Gdf10","GDF10",FALSE,FALSE,TRUE
"2321","Cdc42ep2","CDC42EP2",FALSE,FALSE,TRUE
"2322","Mfng","MFNG",FALSE,FALSE,TRUE
"2323","Cops4","COPS4",FALSE,FALSE,TRUE
"2324","Crk","CRK",FALSE,FALSE,TRUE
"2325","Rps19bp1","RPS19BP1",FALSE,FALSE,TRUE
"2326","Ap5s1","AP5S1",FALSE,FALSE,TRUE
"2327","Aqp4","AQP4",FALSE,FALSE,TRUE
"2328","Smagp","SMAGP",FALSE,FALSE,TRUE
"2329","Fnbp1","FNBP1",FALSE,FALSE,TRUE
"2330","Shc4","SHC4",FALSE,FALSE,TRUE
"2331","Zbtb34","ZBTB34",FALSE,FALSE,TRUE
"2332","Zfp217","ZNF217",FALSE,FALSE,TRUE
"2333","Rab20","RAB20",FALSE,FALSE,TRUE
"2334","Gm5751","SSX7",TRUE,TRUE,FALSE
"2335","Gm5751","SSX2B",TRUE,TRUE,FALSE
"2336","Gm5751","SSX3",TRUE,TRUE,FALSE
"2337","Gm5751","SSX4",TRUE,TRUE,FALSE
"2338","Gm5751","SSX1",TRUE,TRUE,FALSE
"2339","Gm5751","SSX5",TRUE,TRUE,FALSE
"2340","Mief2","MIEF2",FALSE,FALSE,TRUE
"2341","Mcm5","MCM5",FALSE,FALSE,TRUE
"2342","Foxa2","FOXA2",FALSE,FALSE,TRUE
"2343","Etv6","ETV6",FALSE,FALSE,TRUE
"2344","Mir652","MIR652",FALSE,FALSE,TRUE
"2345","Cyp1a2","CYP1A2",FALSE,FALSE,TRUE
"2346","Zfp738","ZNF727",TRUE,TRUE,FALSE
"2347","Gch1","GCH1",FALSE,FALSE,TRUE
"2348","Ssty2","SPIN2B",TRUE,TRUE,FALSE
"2349","Tdrd3","TDRD3",FALSE,FALSE,TRUE
"2350","Dcdc2a","DCDC2",FALSE,FALSE,TRUE
"2351","Sox21","SOX21",FALSE,FALSE,TRUE
"2352","Mx2","MX1",TRUE,FALSE,FALSE
"2353","Alkbh5","ALKBH5",FALSE,FALSE,TRUE
"2354","Jak2","JAK2",FALSE,FALSE,TRUE
"2355","Ing2","ING2",FALSE,FALSE,TRUE
"2356","Gls2","GLS2",FALSE,FALSE,TRUE
"2357","Gpr68","GPR68",FALSE,FALSE,TRUE
"2358","Ppp2r2d","PPP2R2D",FALSE,FALSE,TRUE
"2359","Ice1","ICE1",FALSE,FALSE,TRUE
"2360","Slc26a8","SLC26A8",FALSE,FALSE,TRUE
"2361","Ap1s1","AP1S1",FALSE,FALSE,TRUE
"2362","Tlr8","TLR8",FALSE,FALSE,TRUE
"2363","Ipmk","IPMK",FALSE,FALSE,TRUE
"2364","Prim2","PRIM2",FALSE,FALSE,TRUE
"2365","Jph2","JPH2",FALSE,FALSE,TRUE
"2366","Mpst","MPST",FALSE,FALSE,TRUE
"2367","Pcdh9","PCDH9",FALSE,FALSE,TRUE
"2368","Hook3","HOOK3",FALSE,FALSE,TRUE
"2369","Serpina3k","SERPINA3",TRUE,FALSE,FALSE
"2370","Trim26","TRIM26",FALSE,FALSE,TRUE
"2371","Lkaaear1","LKAAEAR1",FALSE,FALSE,TRUE
"2372","Lrrc75a","LRRC75A",FALSE,FALSE,TRUE
"2373","Arl14ep","ARL14EP",FALSE,FALSE,TRUE
"2374","Slc38a2","SLC38A2",FALSE,FALSE,TRUE
"2375","Nlk","NLK",FALSE,FALSE,TRUE
"2376","Vps18","VPS18",FALSE,FALSE,TRUE
"2377","Hmg20a","HMG20A",FALSE,FALSE,TRUE
"2378","Myof","MYOF",FALSE,FALSE,TRUE
"2379","Pkig","PKIG",FALSE,FALSE,TRUE
"2380","Napg","NAPG",FALSE,FALSE,TRUE
"2381","Npy","NPY",FALSE,FALSE,TRUE
"2382","Zc3h14","ZC3H14",FALSE,FALSE,TRUE
"2383","Spin2e","SPIN2B",TRUE,TRUE,FALSE
"2384","Irs4","IRS4",FALSE,FALSE,TRUE
"2385","Fchsd2","FCHSD2",FALSE,FALSE,TRUE
"2386","Hipk3","HIPK3",FALSE,FALSE,TRUE
"2387","Mtrr","MTRR",FALSE,FALSE,TRUE
"2388","Slc18a1","SLC18A1",FALSE,FALSE,TRUE
"2389","Bmx","BMX",FALSE,FALSE,TRUE
"2390","Fkbp1a","FKBP1A",FALSE,TRUE,FALSE
"2391","Fkbp1a","FKBP1C",FALSE,TRUE,FALSE
"2392","Adcy9","ADCY9",FALSE,FALSE,TRUE
"2393","Rnf169","RNF169",FALSE,FALSE,TRUE
"2394","Klrb1a","KLRB1",TRUE,FALSE,FALSE
"2395","Nup88","NUP88",FALSE,FALSE,TRUE
"2396","Gja1","GJA1",FALSE,FALSE,TRUE
"2397","Tceal1","TCEAL1",FALSE,FALSE,TRUE
"2398","Zbtb5","ZBTB5",FALSE,FALSE,TRUE
"2399","Pom121l12","POM121L12",FALSE,FALSE,TRUE
"2400","Slc25a37","SLC25A37",FALSE,FALSE,TRUE
"2401","Rrp7a","RRP7A",FALSE,FALSE,TRUE
"2402","Trmt11","TRMT11",FALSE,FALSE,TRUE
"2403","Mir448","MIR448",FALSE,FALSE,TRUE
"2404","Vapa","VAPA",FALSE,FALSE,TRUE
"2405","Tff3","TFF3",FALSE,FALSE,TRUE
"2406","Gucd1","GUCD1",FALSE,FALSE,TRUE
"2407","Olr1","OLR1",FALSE,FALSE,TRUE
"2408","Chmp5","CHMP5",FALSE,FALSE,TRUE
"2409","Sgsm3","SGSM3",FALSE,FALSE,TRUE
"2410","Tubb6","TUBB6",FALSE,FALSE,TRUE
"2411","Shpk","SHPK",FALSE,FALSE,TRUE
"2412","Cds1","CDS1",FALSE,FALSE,TRUE
"2413","Misp","MISP",FALSE,FALSE,TRUE
"2414","Mir665","MIR665",FALSE,FALSE,TRUE
"2415","Rev3l","REV3L",FALSE,FALSE,TRUE
"2416","Plk4","PLK4",FALSE,FALSE,TRUE
"2417","Eef1g","EEF1G",FALSE,FALSE,TRUE
"2418","Gm20831","SPIN2B",TRUE,TRUE,FALSE
"2419","Dhx8","DHX8",FALSE,FALSE,TRUE
"2420","Phf5a","PHF5A",FALSE,FALSE,TRUE
"2421","Usp22","USP22",FALSE,FALSE,TRUE
"2422","Ptpra","PTPRA",FALSE,FALSE,TRUE
"2423","Rad21l","RAD21L1",FALSE,FALSE,TRUE
"2424","Gcnt3","GCNT3",FALSE,FALSE,TRUE
"2425","Zswim1","ZSWIM1",FALSE,FALSE,TRUE
"2426","Fank1","FANK1",FALSE,FALSE,TRUE
"2427","Hint2","HINT2",FALSE,FALSE,TRUE
"2428","Rlim","RLIM",FALSE,FALSE,TRUE
"2429","Xrcc6","XRCC6",FALSE,FALSE,TRUE
"2430","Mir410","MIR410",FALSE,FALSE,TRUE
"2431","Ssxb8","SSX7",TRUE,TRUE,FALSE
"2432","Ssxb8","SSX2B",TRUE,TRUE,FALSE
"2433","Ssxb8","SSX3",TRUE,TRUE,FALSE
"2434","Ssxb8","SSX4",TRUE,TRUE,FALSE
"2435","Ssxb8","SSX1",TRUE,TRUE,FALSE
"2436","Ssxb8","SSX5",TRUE,TRUE,FALSE
"2437","Zmat5","ZMAT5",FALSE,FALSE,TRUE
"2438","Defa21","DEFA4",TRUE,TRUE,FALSE
"2439","Defa21","DEFA5",TRUE,TRUE,FALSE
"2440","Defa21","DEFA3",TRUE,TRUE,FALSE
"2441","Defa21","DEFA6",TRUE,TRUE,FALSE
"2442","Socs6","SOCS6",FALSE,FALSE,TRUE
"2443","Gm36255","DYNAP",FALSE,FALSE,TRUE
"2444","Gemin8","GEMIN8",FALSE,FALSE,TRUE
"2445","Necap1","NECAP1",FALSE,FALSE,TRUE
"2446","Wipf2","WIPF2",FALSE,FALSE,TRUE
"2447","Ikzf3","IKZF3",FALSE,FALSE,TRUE
"2448","Tns4","TNS4",FALSE,FALSE,TRUE
"2449","Msn","MSN",FALSE,FALSE,TRUE
"2450","Tada2b","TADA2B",FALSE,FALSE,TRUE
"2451","Marcks","MARCKS",FALSE,FALSE,TRUE
"2452","Prdx3","PRDX3",FALSE,FALSE,TRUE
"2453","Srms","SRMS",FALSE,FALSE,TRUE
"2454","Trub2","TRUB2",FALSE,FALSE,TRUE
"2455","Ogt","OGT",FALSE,FALSE,TRUE
"2456","Zc3h12c","ZC3H12C",FALSE,FALSE,TRUE
"2457","Gpr143","GPR143",FALSE,FALSE,TRUE
"2458","Jarid2","JARID2",FALSE,FALSE,TRUE
"2459","Golm1","GOLM1",FALSE,FALSE,TRUE
"2460","Tm9sf4","TM9SF4",FALSE,FALSE,TRUE
"2461","Itpa","ITPA",FALSE,FALSE,TRUE
