"","HGNC.symbol","MGI.symbol","Duplicate_HGNC","Duplicate_MGI","One_to_one"
"1922","SENP7","Senp7",FALSE,FALSE,TRUE
"1923","ZPLD1","Zpld1",FALSE,FALSE,TRUE
"1924","NKD2","Nkd2",FALSE,FALSE,TRUE
"1925","ENOX2","Enox2",FALSE,FALSE,TRUE
"1926","DNAJC3","Dnajc3",FALSE,FALSE,TRUE
"1927","CPT1B","Cpt1b",FALSE,FALSE,TRUE
"1928","HSPA12A","Hspa12a",FALSE,FALSE,TRUE
"1929","CLSTN3","Clstn3",FALSE,FALSE,TRUE
"1930","SFRP2","Sfrp2",FALSE,FALSE,TRUE
"1931","POLR3B","Polr3b",FALSE,FALSE,TRUE
"1932","CASP2","Casp2",FALSE,FALSE,TRUE
"1933","TACR2","Tacr2",FALSE,FALSE,TRUE
"1934","CHRAC1","Chrac1",FALSE,FALSE,TRUE
"1935","SPATA19","Spata19",FALSE,FALSE,TRUE
"1936","CENPW","Cenpw",FALSE,FALSE,TRUE
"1937","FSD1","Fsd1",FALSE,FALSE,TRUE
"1938","SETD4","Setd4",FALSE,FALSE,TRUE
"1939","CD163","Cd163",FALSE,FALSE,TRUE
"1940","DCDC2C","Dcdc2c",FALSE,FALSE,TRUE
"1941","ESCO2","Esco2",FALSE,FALSE,TRUE
"1942","SLC17A3","Slc17a3",FALSE,FALSE,TRUE
"1943","MLC1","Mlc1",FALSE,FALSE,TRUE
"1944","WDR55","Wdr55",FALSE,FALSE,TRUE
"1945","PTK2B","Ptk2b",FALSE,FALSE,TRUE
"1946","TREM2","Trem2",FALSE,FALSE,TRUE
"1947","ATXN1","Atxn1",FALSE,FALSE,TRUE
"1948","SCARF2","Scarf2",FALSE,FALSE,TRUE
"1949","NFYA","Nfya",FALSE,FALSE,TRUE
"1950","VCPIP1","Vcpip1",FALSE,FALSE,TRUE
"1951","TRIP13","Trip13",FALSE,FALSE,TRUE
"1952","CCDC127","Ccdc127",FALSE,FALSE,TRUE
"1953","GLYCTK","Glyctk",FALSE,FALSE,TRUE
"1954","PCDHGC4","Pcdhgc4",FALSE,FALSE,TRUE
"1955","RECQL","Recql",FALSE,FALSE,TRUE
"1956","PRAMEF17","Oog1",TRUE,TRUE,FALSE
"1957","PRAMEF17","Gm2042",TRUE,TRUE,FALSE
"1958","PRAMEF17","Pramel51",TRUE,TRUE,FALSE
"1959","HLCS","Hlcs",FALSE,FALSE,TRUE
"1960","NRG2","Nrg2",FALSE,FALSE,TRUE
"1961","FAM204A","Fam204a",FALSE,FALSE,TRUE
"1962","SMPD3","Smpd3",FALSE,FALSE,TRUE
"1963","MYOZ2","Myoz2",FALSE,FALSE,TRUE
"1964","PCDHA5","Pcdha5",TRUE,FALSE,FALSE
"1965","PCDHA5","Gm37388",TRUE,FALSE,FALSE
"1966","LRAT","Lrat",FALSE,FALSE,TRUE
"1967","MGLL","Mgll",FALSE,FALSE,TRUE
"1968","CHCHD6","Chchd6",FALSE,FALSE,TRUE
"1969","SNX19","Snx19",FALSE,FALSE,TRUE
"1970","RTN4R","Rtn4r",FALSE,FALSE,TRUE
"1971","TREML4","Treml4",FALSE,FALSE,TRUE
"1972","OPCML","Opcml",FALSE,FALSE,TRUE
"1973","CSF2RA","Csf2ra",FALSE,FALSE,TRUE
"1974","SNORA81","Gm22519",TRUE,FALSE,FALSE
"1975","GPSM3","Gpsm3",FALSE,FALSE,TRUE
"1976","PLIN5","Plin5",FALSE,FALSE,TRUE
"1977","HCFC1R1","Hcfc1r1",FALSE,FALSE,TRUE
"1978","SLC1A1","Slc1a1",FALSE,FALSE,TRUE
"1979","KIF21A","Kif21a",FALSE,FALSE,TRUE
"1980","ANKRD22","Ankrd22",FALSE,FALSE,TRUE
"1981","SH3YL1","Sh3yl1",FALSE,FALSE,TRUE
"1982","IFIT3","Ifit3",TRUE,FALSE,FALSE
"1983","IFIT3","Ifit3b",TRUE,FALSE,FALSE
"1984","SEH1L","Seh1l",FALSE,FALSE,TRUE
"1985","ECHDC1","Echdc1",FALSE,FALSE,TRUE
"1986","ANKRD1","Ankrd1",FALSE,FALSE,TRUE
"1987","PRAMEF19","Oog1",TRUE,TRUE,FALSE
"1988","PRAMEF19","Gm2042",TRUE,TRUE,FALSE
"1989","PRAMEF19","Pramel51",TRUE,TRUE,FALSE
"1990","NUDT18","Nudt18",FALSE,FALSE,TRUE
"1991","FEM1A","Fem1a",TRUE,FALSE,FALSE
"1992","GGACT","Ggact",FALSE,FALSE,TRUE
"1993","DAP","Dap",FALSE,FALSE,TRUE
"1994","IRX2","Irx2",FALSE,FALSE,TRUE
"1995","GLDC","Gldc",FALSE,FALSE,TRUE
"1996","TBC1D23","Tbc1d23",FALSE,FALSE,TRUE
"1997","FILIP1L","Filip1l",FALSE,FALSE,TRUE
"1998","PRSS33","Prss33",FALSE,FALSE,TRUE
"1999","KLHL34","Klhl34",FALSE,FALSE,TRUE
"2000","CELSR1","Celsr1",FALSE,FALSE,TRUE
"2001","MFAP5","Mfap5",FALSE,FALSE,TRUE
"2002","CCNA2","Ccna2",FALSE,FALSE,TRUE
"2003","RNF14","Rnf14",FALSE,FALSE,TRUE
"2004","ARAP3","Arap3",FALSE,FALSE,TRUE
"2005","TAF7","Taf7",FALSE,FALSE,TRUE
"2006","PRAMEF6","Oog1",TRUE,TRUE,FALSE
"2007","PRAMEF6","Gm2042",TRUE,TRUE,FALSE
"2008","PRAMEF6","Pramel51",TRUE,TRUE,FALSE
"2009","DPYSL2","Dpysl2",FALSE,FALSE,TRUE
"2010","JARID2","Jarid2",FALSE,FALSE,TRUE
"2011","SFTPC","Sftpc",FALSE,FALSE,TRUE
"2012","KHDRBS3","Khdrbs3",FALSE,FALSE,TRUE
"2013","MRPS27","Mrps27",FALSE,FALSE,TRUE
"2014","MSRA","Msra",FALSE,FALSE,TRUE
"2015","RPS18","Rps18-ps5",FALSE,FALSE,TRUE
"2016","EMX2","Emx2",FALSE,FALSE,TRUE
"2017","GNB1L","Gnb1l",FALSE,FALSE,TRUE
"2018","CDKL1","Cdkl1",FALSE,FALSE,TRUE
"2019","MCCC2","Mccc2",FALSE,FALSE,TRUE
"2020","DNAJC18","Dnajc18",FALSE,FALSE,TRUE
"2021","SLC44A3","Slc44a3",FALSE,FALSE,TRUE
"2022","OR5K4","Olfr178",TRUE,FALSE,FALSE
"2023","OR5K4","Olfr180",TRUE,FALSE,FALSE
"2024","OR5K4","Olfr181",TRUE,FALSE,FALSE
"2025","SLC17A1","Slc17a1",FALSE,FALSE,TRUE
"2026","HMBOX1","Hmbox1",FALSE,FALSE,TRUE
"2027","RIBC1","Ribc1",FALSE,FALSE,TRUE
"2028","SLC12A4","Slc12a4",FALSE,FALSE,TRUE
"2029","THNSL2","Thnsl2",FALSE,FALSE,TRUE
"2030","CALM1","Calm1",FALSE,FALSE,TRUE
"2031","SLC4A9","Slc4a9",FALSE,FALSE,TRUE
"2032","CENPH","Cenph",FALSE,FALSE,TRUE
"2033","PCDHB4","Pcdhb5",TRUE,FALSE,FALSE
"2034","PCDHB4","Pcdhb7",TRUE,FALSE,FALSE
"2035","PCDHB4","Pcdhb9",TRUE,FALSE,FALSE
"2036","GDF3","Gdf3",FALSE,FALSE,TRUE
"2037","TSPYL5","Tspyl5",FALSE,FALSE,TRUE
"2038","RNF103","Rnf103",FALSE,FALSE,TRUE
"2039","UBL5","Ubl5b",TRUE,FALSE,FALSE
"2040","UBL5","Ubl5c",TRUE,FALSE,FALSE
"2041","TAP1","Tap1",FALSE,FALSE,TRUE
"2042","KIAA0319","D130043K22Rik",FALSE,FALSE,TRUE
"2043","DGCR2","Gm20518",TRUE,FALSE,FALSE
"2044","DGCR2","Dgcr2",TRUE,FALSE,FALSE
"2045","SEMA5A","Sema5a",FALSE,FALSE,TRUE
"2046","MRPL35","Mrpl35",FALSE,FALSE,TRUE
"2047","A1CF","A1cf",FALSE,FALSE,TRUE
"2048","SUSD3","Susd3",FALSE,FALSE,TRUE
"2049","NOL8","Nol8",FALSE,FALSE,TRUE
"2050","CCBE1","Ccbe1",FALSE,FALSE,TRUE
"2051","PCDHA4","Pcdha4",TRUE,FALSE,FALSE
"2052","PCDHA4","Pcdha10",TRUE,FALSE,FALSE
"2053","TM9SF2","Tm9sf2",FALSE,FALSE,TRUE
"2054","TRMT2B","Trmt2b",FALSE,FALSE,TRUE
"2055","DOCK5","Dock5",FALSE,FALSE,TRUE
"2056","ZFP42","Zfp42",FALSE,FALSE,TRUE
"2057","RAB11FIP2","Rab11fip2",FALSE,FALSE,TRUE
"2058","CCNB1","Ccnb1",FALSE,FALSE,TRUE
"2059","SNORA24","Snora24",TRUE,FALSE,FALSE
"2060","ARHGAP26","Arhgap26",FALSE,FALSE,TRUE
"2061","TRAT1","Trat1",FALSE,FALSE,TRUE
"2062","LDLRAD4","Ldlrad4",FALSE,FALSE,TRUE
"2063","RNMT","Rnmt",FALSE,FALSE,TRUE
"2064","PPP6R2","Ppp6r2",FALSE,FALSE,TRUE
"2065","ZNF519","Gm28360",TRUE,FALSE,FALSE
"2066","ZNF519","Gm28168",TRUE,FALSE,FALSE
"2067","ZNF519","Gm7145",TRUE,FALSE,FALSE
"2068","TYW3","Tyw3",FALSE,FALSE,TRUE
"2069","PIK3R1","Pik3r1",FALSE,FALSE,TRUE
"2070","DNAAF2","Dnaaf2",FALSE,FALSE,TRUE
"2071","GPLD1","Gpld1",FALSE,FALSE,TRUE
"2072","MOV10L1","Mov10l1",FALSE,FALSE,TRUE
"2073","KLHDC2","Klhdc2",FALSE,FALSE,TRUE
"2074","GATA2","Gata2",FALSE,FALSE,TRUE
"2075","GCLM","Gclm",FALSE,FALSE,TRUE
"2076","ASCL4","Ascl4",FALSE,FALSE,TRUE
"2077","TRPV6","Trpv6",FALSE,FALSE,TRUE
"2078","BRD1","Brd1",FALSE,FALSE,TRUE
"2079","PCDHB7","Pcdhb15",FALSE,FALSE,TRUE
"2080","TBC1D5","Tbc1d5",FALSE,FALSE,TRUE
"2081","FHIT","Fhit",FALSE,FALSE,TRUE
"2082","RNASEH1","Rnaseh1",FALSE,FALSE,TRUE
"2083","PRAMEF2","Oog1",TRUE,TRUE,FALSE
"2084","PRAMEF2","Gm2042",TRUE,TRUE,FALSE
"2085","PRAMEF2","Pramel51",TRUE,TRUE,FALSE
"2086","TCEAL3","Tceal6",TRUE,TRUE,FALSE
"2087","DOCK9","Dock9",FALSE,FALSE,TRUE
"2088","ABCD3","Abcd3",FALSE,FALSE,TRUE
"2089","IGHA2","Igha",FALSE,TRUE,FALSE
"2090","FGG","Fgg",FALSE,FALSE,TRUE
"2091","ZNF746","Zfp746",FALSE,FALSE,TRUE
"2092","ELP3","Elp3",FALSE,FALSE,TRUE
"2093","TET1","Tet1",FALSE,FALSE,TRUE
"2094","TCAF2","Tcaf2",FALSE,FALSE,TRUE
"2095","ASIC5","Asic5",FALSE,FALSE,TRUE
"2096","CLPTM1L","Clptm1l",FALSE,FALSE,TRUE
"2097","CPNE8","Cpne8",FALSE,FALSE,TRUE
"2098","FARP1","Farp1",FALSE,FALSE,TRUE
"2099","PCDHGA11","Pcdhga11",FALSE,FALSE,TRUE
"2100","TAS2R60","Tas2r135",FALSE,FALSE,TRUE
"2101","PCDHGB7","Pcdhgb7",FALSE,FALSE,TRUE
"2102","MBOAT2","Mboat2",FALSE,FALSE,TRUE
"2103","RPS6KA3","Rps6ka3",FALSE,FALSE,TRUE
"2104","SASH3","Sash3",FALSE,FALSE,TRUE
"2105","PCDHGB6","Pcdhgb6",FALSE,FALSE,TRUE
"2106","SULT1C3","Sult1c1",FALSE,FALSE,TRUE
"2107","ADAMTS8","Adamts8",FALSE,FALSE,TRUE
"2108","ELF4","Elf4",FALSE,FALSE,TRUE
"2109","PPP6R3","Ppp6r3",FALSE,FALSE,TRUE
"2110","LTBP3","Ltbp3",FALSE,FALSE,TRUE
"2111","ZNF687","Zfp687",FALSE,FALSE,TRUE
"2112","TRIM35","Trim35",FALSE,FALSE,TRUE
"2113","TRAPPC9","Trappc9",FALSE,FALSE,TRUE
"2114","RBM24","Rbm24",FALSE,FALSE,TRUE
"2115","FBXO33","Fbxo33",FALSE,FALSE,TRUE
"2116","MAPK11","Mapk11",FALSE,FALSE,TRUE
"2117","PCDH1","Pcdh1",FALSE,FALSE,TRUE
"2118","ZSCAN10","Zscan10",FALSE,FALSE,TRUE
"2119","C4orf45","Gm17359",FALSE,FALSE,TRUE
"2120","RABGGTB","Rabggtb",FALSE,FALSE,TRUE
"2121","MECP2","Mecp2",FALSE,FALSE,TRUE
"2122","OR6B1","Olfr449",FALSE,FALSE,TRUE
"2123","NIT2","Nit2",FALSE,FALSE,TRUE
"2124","NIN","Nin",FALSE,FALSE,TRUE
"2125","MIR135A1","Mir135a-1",FALSE,FALSE,TRUE
"2126","PCDHGA5","Pcdhga5",FALSE,FALSE,TRUE
"2127","DIAPH1","Diaph1",FALSE,FALSE,TRUE
"2128","POLR3D","Polr3d",FALSE,FALSE,TRUE
"2129","MCFD2","Mcfd2",FALSE,FALSE,TRUE
"2130","CDC42BPG","Cdc42bpg",FALSE,FALSE,TRUE
"2131","ZBED4","Zbed4",FALSE,FALSE,TRUE
"2132","BDP1","Bdp1",FALSE,FALSE,TRUE
"2133","DEK","Dek",FALSE,FALSE,TRUE
"2134","GTF2A1","Gtf2a1",FALSE,FALSE,TRUE
"2135","PTPN21","Ptpn21",FALSE,FALSE,TRUE
"2136","CTNND2","Ctnnd2",FALSE,FALSE,TRUE
"2137","EPHA6","Epha6",FALSE,FALSE,TRUE
"2138","ST3GAL1","St3gal1",FALSE,FALSE,TRUE
"2139","MTERF2","Mterf2",FALSE,FALSE,TRUE
"2140","SMAD1","Smad1",FALSE,FALSE,TRUE
"2141","PCDHAC2","Pcdhac2",FALSE,FALSE,TRUE
"2142","ATP11B","Atp11b",FALSE,FALSE,TRUE
"2143","PEX5","Pex5",FALSE,FALSE,TRUE
"2144","PDIA4","Pdia4",FALSE,FALSE,TRUE
"2145","MC5R","Mc5r",FALSE,FALSE,TRUE
"2146","SPIN2B","Spin2c",TRUE,TRUE,FALSE
"2147","EXTL3","Extl3",FALSE,FALSE,TRUE
"2148","SPATA7","Spata7",FALSE,FALSE,TRUE
"2149","RENBP","Renbp",FALSE,FALSE,TRUE
"2150","CDH19","Cdh19",FALSE,FALSE,TRUE
"2151","PSMB4","Psmb4",FALSE,FALSE,TRUE
"2152","CHAF1B","Chaf1b",FALSE,FALSE,TRUE
"2153","GPR151","Gpr151",FALSE,FALSE,TRUE
"2154","PCDHGA12","Pcdhga12",FALSE,FALSE,TRUE
"2155","TRIM38","Trim38",FALSE,FALSE,TRUE
"2156","SERPIND1","Serpind1",FALSE,FALSE,TRUE
"2157","SLC2A13","Slc2a13",FALSE,FALSE,TRUE
"2158","ID2","Id2",FALSE,FALSE,TRUE
"2159","RPS29","Rps29",FALSE,FALSE,TRUE
"2160","TIMM8A","Timm8a2",TRUE,FALSE,FALSE
"2161","TIMM8A","Timm8a1",TRUE,FALSE,FALSE
"2162","CEP97","Cep97",FALSE,FALSE,TRUE
"2163","APOBEC1","Apobec1",FALSE,FALSE,TRUE
"2164","KIF20B","Kif20b",FALSE,FALSE,TRUE
"2165","APLN","Apln",FALSE,FALSE,TRUE
"2166","PPP2R5B","Ppp2r5b",FALSE,FALSE,TRUE
"2167","PTK2","Ptk2",FALSE,FALSE,TRUE
"2168","GOLT1B","Golt1b",FALSE,FALSE,TRUE
"2169","CTAGE6","Mia2",FALSE,TRUE,FALSE
"2170","TDP2","Tdp2",FALSE,FALSE,TRUE
"2171","ZNF532","Zfp532",FALSE,FALSE,TRUE
"2172","MDM2","Mdm2",FALSE,FALSE,TRUE
"2173","CBR1","Cbr1",TRUE,FALSE,FALSE
"2174","CBR1","Gm5678",TRUE,FALSE,FALSE
"2175","PRMT7","Prmt7",FALSE,FALSE,TRUE
"2176","E4F1","E4f1",FALSE,FALSE,TRUE
"2177","OR9A2","Olfr459",FALSE,FALSE,TRUE
"2178","ATRNL1","Atrnl1",FALSE,FALSE,TRUE
"2179","CDH10","Cdh10",FALSE,FALSE,TRUE
"2180","GOLIM4","Golim4",FALSE,FALSE,TRUE
"2181","PRKCD","Prkcd",FALSE,FALSE,TRUE
"2182","DGCR6","Dgcr6",FALSE,TRUE,FALSE
"2183","TRUB1","Trub1",FALSE,FALSE,TRUE
"2184","DCBLD2","Dcbld2",FALSE,FALSE,TRUE
"2185","ADRA1A","Adra1a",FALSE,FALSE,TRUE
"2186","MARVELD2","Marveld2",FALSE,FALSE,TRUE
"2187","ICE1","Ice1",FALSE,FALSE,TRUE
"2188","TLR3","Tlr3",FALSE,FALSE,TRUE
"2189","GLA","Gla",FALSE,FALSE,TRUE
"2190","GRP","Grp",FALSE,FALSE,TRUE
"2191","STMND1","Stmnd1",FALSE,FALSE,TRUE
"2192","GPR65","Gpr65",FALSE,FALSE,TRUE
"2193","SYTL4","Sytl4",FALSE,FALSE,TRUE
"2194","ZBTB11","Zbtb11",FALSE,FALSE,TRUE
"2195","OPN1MW2","Opn1mw",FALSE,TRUE,FALSE
"2196","NRXN3","Nrxn3",FALSE,FALSE,TRUE
"2197","MBL2","Mbl2",FALSE,FALSE,TRUE
"2198","PCDHA1","Pcdha1",FALSE,FALSE,TRUE
"2199","STK32A","Stk32a",FALSE,FALSE,TRUE
"2200","DDX21","Ddx21",FALSE,FALSE,TRUE
"2201","IFIT1B","Ifit1bl1",TRUE,FALSE,FALSE
"2202","IFIT1B","Ifit1bl2",TRUE,FALSE,FALSE
"2203","IFIT1B","Ifit1",TRUE,FALSE,FALSE
"2204","SLC15A1","Slc15a1",FALSE,FALSE,TRUE
"2205","IFT57","Ift57",FALSE,FALSE,TRUE
"2206","PTCD3","Ptcd3",FALSE,FALSE,TRUE
"2207","NHLRC1","Nhlrc1",FALSE,FALSE,TRUE
"2208","TRAPPC12","Trappc12",FALSE,FALSE,TRUE
"2209","POP1","Pop1",FALSE,FALSE,TRUE
"2210","MCCC1","Mccc1",FALSE,FALSE,TRUE
"2211","HMCES","Hmces",FALSE,FALSE,TRUE
"2212","CCAR1","Ccar1",FALSE,FALSE,TRUE
"2213","THOC6","Thoc6",FALSE,FALSE,TRUE
"2214","MINPP1","Minpp1",FALSE,FALSE,TRUE
"2215","TKT","Tkt",FALSE,FALSE,TRUE
"2216","ZNF212","Zfp212",FALSE,FALSE,TRUE
"2217","C16orf86","4933405L10Rik",FALSE,FALSE,TRUE
"2218","CPOX","Cpox",FALSE,FALSE,TRUE
"2219","SDHA","Sdha",FALSE,FALSE,TRUE
"2220","SAT1","Sat1",FALSE,FALSE,TRUE
"2221","CHMP1B","Chmp1b",FALSE,FALSE,TRUE
"2222","TCP11L2","Tcp11l2",FALSE,FALSE,TRUE
"2223","NXF2B","Nxf2",TRUE,TRUE,FALSE
"2224","NXF2B","Nxf7",TRUE,TRUE,FALSE
"2225","HHLA1","Hhla1",FALSE,FALSE,TRUE
"2226","MALT1","Malt1",FALSE,FALSE,TRUE
"2227","PIK3CG","Pik3cg",FALSE,FALSE,TRUE
"2228","IFNG","Ifng",FALSE,FALSE,TRUE
"2229","REXO2","Rexo2",FALSE,FALSE,TRUE
"2230","RRS1","Rrs1",FALSE,FALSE,TRUE
"2231","RBMX2","Rbmx2",FALSE,FALSE,TRUE
"2232","SCARA3","Scara3",FALSE,FALSE,TRUE
"2233","MRPS36","Mrps36",FALSE,FALSE,TRUE
"2234","SMN1","Smn1",FALSE,TRUE,FALSE
"2235","SEMA6C","Sema6c",FALSE,FALSE,TRUE
"2236","KCNJ6","Kcnj6",FALSE,FALSE,TRUE
"2237","PTPRS","Ptprs",FALSE,FALSE,TRUE
"2238","ASAH2","Asah2",FALSE,TRUE,FALSE
"2239","SOCS5","Socs5",FALSE,FALSE,TRUE
"2240","CENPP","Cenpp",FALSE,FALSE,TRUE
"2241","GFRA1","Gfra1",FALSE,FALSE,TRUE
"2242","PLGRKT","Plgrkt",FALSE,FALSE,TRUE
"2243","KLKB1","Klkb1",FALSE,FALSE,TRUE
"2244","NANOG","Nanog",FALSE,TRUE,FALSE
"2245","SMPX","Smpx",FALSE,FALSE,TRUE
"2246","SCGN","Scgn",FALSE,FALSE,TRUE
"2247","GAL","Gal",FALSE,FALSE,TRUE
"2248","MIRLET7D","Mirlet7d",FALSE,FALSE,TRUE
"2249","NXPE3","Nxpe3",FALSE,FALSE,TRUE
"2250","ITGBL1","Itgbl1",FALSE,FALSE,TRUE
"2251","AHRR","Ahrr",FALSE,FALSE,TRUE
"2252","ADGRG7","Adgrg7",FALSE,FALSE,TRUE
"2253","MLST8","Mlst8",FALSE,FALSE,TRUE
"2254","ATP6V1E2","Atp6v1e2",FALSE,FALSE,TRUE
"2255","DCDC2","Dcdc2a",FALSE,FALSE,TRUE
"2256","SNORD127","Gm25970",FALSE,FALSE,TRUE
"2257","OR2A42","Olfr435",TRUE,TRUE,FALSE
"2258","OR2A42","Olfr434",TRUE,TRUE,FALSE
"2259","OR2A42","Olfr47",TRUE,TRUE,FALSE
"2260","DPPA4","Dppa4",FALSE,FALSE,TRUE
"2261","GRXCR2","Grxcr2",FALSE,FALSE,TRUE
"2262","NUTF2","Nutf2",TRUE,FALSE,FALSE
"2263","ARMCX4","Armcx4",FALSE,FALSE,TRUE
"2264","COLEC11","Colec11",FALSE,FALSE,TRUE
"2265","EPHX2","Ephx2",FALSE,FALSE,TRUE
"2266","RANBP6","Ranbp6",FALSE,FALSE,TRUE
"2267","DNTTIP2","Dnttip2",FALSE,FALSE,TRUE
"2268","SLC16A12","Slc16a12",FALSE,FALSE,TRUE
"2269","HBEGF","Hbegf",FALSE,FALSE,TRUE
"2270","KCNK13","Kcnk13",FALSE,FALSE,TRUE
"2271","PCDHGB5","Pcdhgb5",FALSE,FALSE,TRUE
"2272","NANOGP8","Nanog",FALSE,TRUE,FALSE
"2273","MAGEA10","Magea6",TRUE,FALSE,FALSE
"2274","MAGEA10","Magea3",TRUE,FALSE,FALSE
"2275","MAGEA10","Magea8",TRUE,FALSE,FALSE
"2276","MAGEA10","Magea2",TRUE,FALSE,FALSE
"2277","MAGEA10","Magea5",TRUE,FALSE,FALSE
"2278","MAGEA10","Magea1",TRUE,FALSE,FALSE
"2279","DTNBP1","Dtnbp1",FALSE,FALSE,TRUE
"2280","PCDHGA8","Pcdhga8",FALSE,FALSE,TRUE
"2281","XPNPEP2","Xpnpep2",FALSE,FALSE,TRUE
"2282","KCNJ8","Kcnj8",FALSE,FALSE,TRUE
"2283","FSHR","Fshr",FALSE,FALSE,TRUE
"2284","FOXP4","Foxp4",FALSE,FALSE,TRUE
"2285","PAIP2","Paip2",FALSE,FALSE,TRUE
"2286","MC4R","Mc4r",FALSE,FALSE,TRUE
"2287","TNFAIP8L2","Tnfaip8l2",FALSE,FALSE,TRUE
"2288","MIR532","Mir532",FALSE,FALSE,TRUE
"2289","TUBGCP3","Tubgcp3",FALSE,FALSE,TRUE
"2290","CTAGE15","Mia2",FALSE,TRUE,FALSE
"2291","TDP1","Tdp1",FALSE,FALSE,TRUE
"2292","SMARCA1","Smarca1",FALSE,FALSE,TRUE
"2293","FOXP3","Foxp3",FALSE,FALSE,TRUE
"2294","FGF14","Fgf14",FALSE,FALSE,TRUE
"2295","C5orf22","6030458C11Rik",FALSE,FALSE,TRUE
"2296","KTN1","Ktn1",FALSE,FALSE,TRUE
"2297","MRS2","Mrs2",FALSE,FALSE,TRUE
"2298","C1RL","C1rl",FALSE,FALSE,TRUE
"2299","FNBP1L","Fnbp1l",FALSE,FALSE,TRUE
"2300","SH3RF2","Sh3rf2",FALSE,FALSE,TRUE
"2301","DROSHA","Drosha",FALSE,FALSE,TRUE
"2302","QRFPR","Qrfpr",TRUE,FALSE,FALSE
"2303","TEX29","Tex29",FALSE,FALSE,TRUE
"2304","PSMB8","Psmb8",FALSE,FALSE,TRUE
"2305","EPHA1","Epha1",FALSE,FALSE,TRUE
"2306","ACADM","Acadm",FALSE,FALSE,TRUE
"2307","ST8SIA1","St8sia1",FALSE,FALSE,TRUE
"2308","SNX7","Snx7",FALSE,FALSE,TRUE
"2309","NPY2R","Npy2r",FALSE,FALSE,TRUE
"2310","MORC3","Morc3",FALSE,FALSE,TRUE
"2311","SERF1A","Serf1",FALSE,FALSE,TRUE
"2312","RAD17","Rad17",FALSE,FALSE,TRUE
"2313","ARMCX6","Armcx6",FALSE,FALSE,TRUE
"2314","PHYHIP","Phyhip",FALSE,FALSE,TRUE
"2315","ESRP2","Esrp2",FALSE,FALSE,TRUE
"2316","ETS2","Ets2",FALSE,FALSE,TRUE
"2317","CPQ","Cpq",FALSE,FALSE,TRUE
"2318","SF1","Sf1",FALSE,FALSE,TRUE
"2319","MIR200C","Mir200c",FALSE,FALSE,TRUE
"2320","FSTL5","Fstl5",FALSE,FALSE,TRUE
"2321","OR2F1","Olfr453",TRUE,TRUE,FALSE
"2322","OR2F1","Olfr38",TRUE,TRUE,FALSE
"2323","OR2F1","Olfr452",TRUE,TRUE,FALSE
"2324","GAPDH","Gm3839",TRUE,FALSE,FALSE
"2325","MBNL2","Mbnl2",FALSE,FALSE,TRUE
"2326","ZMAT2","Zmat2",FALSE,FALSE,TRUE
"2327","ARHGAP4","Arhgap4",FALSE,FALSE,TRUE
"2328","LIPM","Lipm",FALSE,FALSE,TRUE
"2329","ZDHHC9","Zdhhc9",FALSE,FALSE,TRUE
"2330","PCDHA7","Pcdha7",TRUE,TRUE,FALSE
"2331","PCDHA7","Pcdha8",TRUE,TRUE,FALSE
"2332","PMAIP1","Pmaip1",FALSE,FALSE,TRUE
"2333","SLC45A4","Slc45a4",FALSE,FALSE,TRUE
"2334","KCNS2","Kcns2",FALSE,FALSE,TRUE
"2335","L2HGDH","L2hgdh",FALSE,FALSE,TRUE
"2336","KCNE2","Kcne2",FALSE,FALSE,TRUE
"2337","TAF9","Ak6",TRUE,FALSE,FALSE
"2338","TAF9","Taf9",TRUE,FALSE,FALSE
"2339","TRMT11","Trmt11",FALSE,FALSE,TRUE
"2340","AGRP","Agrp",FALSE,FALSE,TRUE
"2341","MRPL36","Mrpl36",FALSE,FALSE,TRUE
"2342","ADAMTS12","Adamts12",FALSE,FALSE,TRUE
"2343","PCDHA6","Pcdha6",FALSE,TRUE,FALSE
"2344","BCAR3","Bcar3",FALSE,FALSE,TRUE
"2345","BARX1","Barx1",FALSE,FALSE,TRUE
"2346","BIN3","Bin3",FALSE,FALSE,TRUE
"2347","TSNAXIP1","Tsnaxip1",FALSE,FALSE,TRUE
"2348","NEMF","Nemf",FALSE,FALSE,TRUE
"2349","ZDHHC11B","Zdhhc11",FALSE,TRUE,FALSE
"2350","RHOQ","Rhoq",FALSE,FALSE,TRUE
"2351","GSC2","Gsc2",FALSE,FALSE,TRUE
"2352","PCDHB9","Pcdhb18",FALSE,TRUE,FALSE
"2353","SUB1","Sub1",FALSE,FALSE,TRUE
"2354","WDR82","Wdr82",FALSE,FALSE,TRUE
"2355","OTUD4","Otud4",FALSE,FALSE,TRUE
"2356","SCYL1","Scyl1",FALSE,FALSE,TRUE
"2357","IMPA2","Impa2",FALSE,FALSE,TRUE
"2358","C8orf58","9930012K11Rik",FALSE,FALSE,TRUE
"2359","ACD","Acd",FALSE,FALSE,TRUE
"2360","TPO","Tpo",FALSE,FALSE,TRUE
"2361","RNLS","Rnls",FALSE,FALSE,TRUE
"2362","ZFR","Zfr",FALSE,FALSE,TRUE
"2363","DAZ1","Dazl",FALSE,TRUE,FALSE
"2364","LRFN5","Lrfn5",FALSE,FALSE,TRUE
"2365","ATP11A","Atp11a",FALSE,FALSE,TRUE
"2366","NUAK1","Nuak1",FALSE,FALSE,TRUE
